dataset,model,n_users,n_items,x_random@5,x_random@10,x_random@20,lift_HR@5,lift_HR@10,lift_HR@20,lift_NDCG@5,lift_NDCG@10,lift_NDCG@20,lift_MRR@5,lift_MRR@10,lift_MRR@20,scale_ratio_fit_time_s,scale_ratio_eval_time_s,scale_ratio_total_wall_s,scale_ratio_peak_rss_mb,scale_ratio_HR@5,scale_ratio_HR@10,scale_ratio_HR@20,scale_ratio_NDCG@5,scale_ratio_NDCG@10,scale_ratio_NDCG@20,scale_ratio_MRR@5,scale_ratio_MRR@10,scale_ratio_MRR@20,theoretical_user_item_ratio,scale_ratio_baseline
small,popularity,610,2671,10.508852459016348,8.757377049180317,6.349098360655727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
small,pure_svd_sparse,610,2671,19.26622950819672,15.763278688524576,12.04139344262295,1.833333333333341,1.8000000000000005,1.896551724137934,1.5156638095698018,1.5698609705795321,1.6616244473126844,1.360869565217396,1.4097572044474729,1.4581035120124253,,,,,,,,,,,,,,,
small,itemknn_sparse,610,2671,5.254426229508148,3.9408196721311373,3.0650819672131084,0.49999999999999756,0.4499999999999994,0.48275862068965497,0.5210797489085903,0.48804790941190623,0.4966306261992076,0.5326086956521724,0.5138189244383944,0.5134294911897019,,,,,,,,,,,,,,,
ml-25m-1m,popularity,6559,7933,13.546211312700056,9.554916908065202,10.462029272754979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,27.718570130263558,2.4148368561461115,0.43400924937744595,0.36735782893733643,0.5548049271598385,0.29089453255773257,0.28213748542276784,0.3975682533009079,0.2207786181615671,0.22226355228498793,0.27257674556666805,31.935326610651135,small
ml-25m-1m,pure_svd_sparse,6559,7933,58.05519134014332,48.25837780149405,36.34496874523553,4.2857142857143025,5.050632911392425,3.4739884393063605,5.743649102058936,6.046697719234412,4.4369913488667905,7.143772893772999,7.215624465923695,5.9784973366320004,3.0735537190082645,36.1675881557931,25.331521739130437,1.995465934852643,1.0145670764667565,1.030771967271433,1.0162580215942003,1.102352718439127,1.0867204940999284,1.0616158803712272,1.1589592039229042,1.1376216561909582,1.1176156795267747,31.935326610651135,small
ml-25m-1m,itemknn_sparse,6559,7933,8.224485439853531,6.168364079890148,4.716984296386644,0.6071428571428517,0.6455696202531599,0.45086705202312194,0.7629611658879315,0.7668389874243592,0.571118992264166,0.9130036630036633,0.9048821708664803,0.7580280960521231,5.564065983058404,33.20310810692029,27.63348119521294,1.9700467562828756,0.5270112313868965,0.527011231386893,0.5181538997669516,0.4259256518326261,0.44330488762210873,0.4571985056965894,0.3784611267894828,0.3914264658818525,0.40243272935337304,31.935326610651135,small
